Date,Category,Product,Sales Quantity,Stock Level,Weather,Local Event
2024-01-14,Vegetables,Carrot,80,121,Rainy,None
2024-01-14,Vegetables,Spinach,85,150,Rainy,None
2024-01-14,Dairy,Milk,54,106,Cloudy,None
2024-01-14,Dairy,Cheese,83,114,Rainy,None
2024-01-14,Dairy,Butter,42,64,Rainy,None
2024-01-14,Dairy,Yogurt,81,166,Sunny,Sports Event
2024-01-14,Dairy,Paneer,70,125,Rainy,None
2024-01-14,Beverages,Tea,76,135,Cloudy,None
2024-01-14,Beverages,Coffee,12,60,Rainy,None
2024-01-14,Beverages,Juice,88,162,Rainy,None
2024-01-14,Beverages,Soda,11,110,Sunny,Holiday
2024-01-14,Beverages,Energy Drink,60,127,Cloudy,Festival
2024-01-14,Bakery,Bread,92,184,Cloudy,None
2024-01-14,Bakery,Croissant,41,117,Cloudy,Sports Event
2024-01-14,Bakery,Cake,98,137,Cloudy,None
2024-01-14,Bakery,Biscuits,16,84,Sunny,Sports Event
2024-01-14,Bakery,Muffin,98,146,Cloudy,None
2024-01-14,Frozen Foods,Frozen Peas,54,144,Rainy,None
2024-01-14,Frozen Foods,Ice Cream,24,93,Rainy,Holiday
2024-01-14,Frozen Foods,Frozen Pizza,36,107,Cloudy,None
2024-01-14,Frozen Foods,French Fries,7,63,Rainy,None
2024-01-14,Frozen Foods,Chicken Nuggets,76,135,Cloudy,Festival
2024-01-14,Snacks,Chips,68,95,Sunny,None
2024-01-14,Snacks,Popcorn,64,93,Cloudy,None
2024-01-14,Snacks,Cookies,40,72,Sunny,None
2024-01-14,Snacks,Chocolates,8,91,Rainy,Sports Event
2024-01-14,Snacks,Dry Fruits,91,132,Rainy,Sports Event
2024-01-15,Fruits,Mango,15,80,Rainy,None
2024-01-15,Fruits,Banana,14,73,Rainy,None
2024-01-15,Fruits,Apple,48,127,Rainy,Sports Event
2024-01-15,Fruits,Orange,69,145,Cloudy,None
2024-01-15,Fruits,Grapes,60,88,Rainy,Festival
2024-01-15,Vegetables,Tomato,52,89,Cloudy,Holiday
2024-01-15,Vegetables,Potato,21,55,Rainy,None
2024-01-15,Vegetables,Onion,67,125,Sunny,Holiday
2024-01-15,Vegetables,Carrot,13,72,Rainy,None
2024-01-15,Vegetables,Spinach,86,182,Sunny,None
2024-01-15,Dairy,Milk,48,105,Cloudy,None
2024-01-15,Dairy,Cheese,52,89,Cloudy,None
2024-01-15,Dairy,Butter,63,144,Sunny,Sports Event
2024-01-15,Dairy,Yogurt,10,106,Sunny,None
2024-01-15,Dairy,Paneer,18,91,Cloudy,Holiday
2024-01-15,Beverages,Tea,81,132,Cloudy,None
2024-01-15,Beverages,Coffee,42,114,Rainy,Sports Event
2024-01-15,Beverages,Juice,7,106,Rainy,None
2024-01-15,Beverages,Soda,42,133,Cloudy,None
2024-01-15,Beverages,Energy Drink,61,86,Rainy,None
2024-01-15,Bakery,Bread,14,36,Cloudy,None
2024-01-15,Bakery,Croissant,63,113,Sunny,Festival
2024-01-15,Bakery,Cake,66,137,Sunny,None
2024-01-15,Bakery,Biscuits,35,76,Sunny,None
2024-01-15,Bakery,Muffin,46,114,Sunny,None
2024-01-15,Frozen Foods,Frozen Peas,40,60,Cloudy,None
2024-01-15,Frozen Foods,Ice Cream,28,105,Rainy,Holiday
2024-01-15,Frozen Foods,Frozen Pizza,27,92,Cloudy,None
2024-01-15,Frozen Foods,French Fries,63,95,Cloudy,None
2024-01-15,Frozen Foods,Chicken Nuggets,32,112,Cloudy,None
2024-01-15,Snacks,Chips,86,122,Rainy,Holiday
2024-01-15,Snacks,Popcorn,97,129,Cloudy,None
2024-01-15,Snacks,Cookies,25,99,Sunny,None
2024-01-15,Snacks,Chocolates,19,111,Rainy,Festival
2024-01-15,Snacks,Dry Fruits,57,128,Rainy,None
2024-01-16,Fruits,Mango,56,84,Rainy,Holiday
2024-01-16,Fruits,Banana,48,142,Rainy,None
2024-01-16,Fruits,Apple,36,70,Sunny,Festival
2024-01-16,Fruits,Orange,61,88,Cloudy,None
2024-01-16,Fruits,Grapes,69,130,Rainy,None
2024-01-16,Vegetables,Tomato,47,83,Sunny,None
2024-01-16,Vegetables,Potato,97,156,Cloudy,Holiday
2024-01-16,Vegetables,Onion,90,159,Rainy,None
2024-01-16,Vegetables,Carrot,68,141,Sunny,None
2024-01-16,Vegetables,Spinach,15,83,Sunny,Holiday
2024-01-16,Dairy,Milk,67,114,Cloudy,None
2024-01-16,Dairy,Cheese,23,98,Rainy,None
2024-01-16,Dairy,Butter,42,98,Cloudy,None
2024-01-16,Dairy,Yogurt,90,158,Cloudy,None
2024-01-16,Dairy,Paneer,17,88,Rainy,Festival
2024-01-16,Beverages,Tea,64,141,Cloudy,None
2024-01-16,Beverages,Coffee,60,107,Sunny,None
2024-01-16,Beverages,Juice,52,111,Sunny,Holiday
2024-01-16,Beverages,Soda,76,175,Rainy,Holiday
2024-01-16,Beverages,Energy Drink,31,59,Cloudy,None
2024-01-16,Bakery,Bread,80,130,Cloudy,Holiday
2024-01-16,Bakery,Croissant,29,82,Cloudy,None
2024-01-16,Bakery,Cake,77,122,Rainy,None
2024-01-16,Bakery,Biscuits,28,52,Cloudy,Festival
2024-01-16,Bakery,Muffin,84,118,Cloudy,None
2024-01-16,Frozen Foods,Frozen Peas,57,120,Rainy,Festival
2024-01-16,Frozen Foods,Ice Cream,91,160,Cloudy,None
2024-01-16,Frozen Foods,Frozen Pizza,52,126,Sunny,None
2024-01-16,Frozen Foods,French Fries,70,119,Cloudy,None
2024-01-16,Frozen Foods,Chicken Nuggets,93,161,Rainy,None
2024-01-16,Snacks,Chips,42,76,Rainy,None
2024-01-16,Snacks,Popcorn,56,154,Rainy,None
2024-01-16,Snacks,Cookies,92,116,Rainy,Holiday
2024-01-16,Snacks,Chocolates,51,138,Cloudy,Holiday
2024-01-16,Snacks,Dry Fruits,96,138,Cloudy,None
2024-01-17,Fruits,Mango,14,85,Sunny,None
2024-01-17,Fruits,Banana,79,159,Sunny,None
2024-01-17,Fruits,Apple,57,131,Sunny,None
2024-01-17,Fruits,Orange,97,185,Sunny,Sports Event
2024-01-17,Fruits,Grapes,6,90,Cloudy,None
2024-01-17,Vegetables,Tomato,96,191,Cloudy,None
2024-01-17,Vegetables,Potato,76,158,Sunny,None
2024-01-17,Vegetables,Onion,96,188,Cloudy,Holiday
2024-01-17,Vegetables,Carrot,89,164,Cloudy,None
2024-01-17,Vegetables,Spinach,35,106,Sunny,None
2024-01-17,Dairy,Milk,59,100,Sunny,None
2024-01-17,Dairy,Cheese,69,151,Rainy,None
2024-01-17,Dairy,Butter,25,123,Sunny,None
2024-01-17,Dairy,Yogurt,84,111,Rainy,Sports Event
2024-01-17,Dairy,Paneer,21,53,Sunny,Sports Event
2024-01-17,Beverages,Tea,82,146,Rainy,None
2024-01-17,Beverages,Coffee,18,109,Sunny,None
2024-01-17,Beverages,Juice,31,63,Sunny,None
2024-01-17,Beverages,Soda,39,118,Rainy,None
2024-01-17,Beverages,Energy Drink,62,130,Cloudy,None
2024-01-17,Bakery,Bread,30,96,Sunny,None
2024-01-17,Bakery,Croissant,10,99,Cloudy,None
2024-01-17,Bakery,Cake,22,45,Sunny,Holiday
2024-01-17,Bakery,Biscuits,82,114,Cloudy,None
2024-01-17,Bakery,Muffin,19,57,Cloudy,Holiday
2024-01-17,Frozen Foods,Frozen Peas,39,93,Cloudy,None
2024-01-17,Frozen Foods,Ice Cream,39,90,Rainy,Sports Event
2024-01-17,Frozen Foods,Frozen Pizza,28,108,Sunny,None
2024-01-17,Frozen Foods,French Fries,54,138,Cloudy,None
2024-01-17,Frozen Foods,Chicken Nuggets,17,106,Rainy,None
2024-01-17,Snacks,Chips,41,139,Cloudy,None
2024-01-17,Snacks,Popcorn,44,122,Rainy,None
2024-01-17,Snacks,Cookies,94,141,Sunny,Festival
2024-01-17,Snacks,Chocolates,7,34,Cloudy,Festival
2024-01-17,Snacks,Dry Fruits,77,141,Rainy,Sports Event
2024-01-18,Fruits,Mango,61,160,Cloudy,None
2024-01-18,Fruits,Banana,22,110,Sunny,None
2024-01-18,Fruits,Apple,64,126,Rainy,None
2024-01-18,Fruits,Orange,73,98,Rainy,None
2024-01-18,Fruits,Grapes,8,50,Rainy,None
2024-01-18,Vegetables,Tomato,22,56,Rainy,None
2024-01-18,Vegetables,Potato,78,103,Cloudy,None
2024-01-18,Vegetables,Onion,15,77,Sunny,None
2024-01-18,Vegetables,Carrot,67,154,Sunny,Festival
2024-01-18,Vegetables,Spinach,9,60,Rainy,Sports Event
2024-01-18,Dairy,Milk,39,80,Sunny,None
2024-01-18,Dairy,Cheese,15,111,Cloudy,Festival
2024-01-18,Dairy,Butter,13,92,Cloudy,None
2024-01-18,Dairy,Yogurt,22,114,Cloudy,None
2024-01-18,Dairy,Paneer,51,139,Cloudy,None
2024-01-18,Beverages,Tea,91,140,Sunny,None
2024-01-18,Beverages,Coffee,29,122,Rainy,Festival
2024-01-18,Beverages,Juice,62,122,Sunny,None
2024-01-18,Beverages,Soda,52,81,Cloudy,None
2024-01-18,Beverages,Energy Drink,89,129,Rainy,Holiday
2024-01-18,Bakery,Bread,85,168,Rainy,Sports Event
2024-01-18,Bakery,Croissant,80,141,Rainy,None
2024-01-18,Bakery,Cake,79,114,Sunny,None
2024-01-18,Bakery,Biscuits,63,98,Rainy,Festival
2024-01-18,Bakery,Muffin,51,118,Rainy,None
2024-01-18,Frozen Foods,Frozen Peas,81,104,Cloudy,None
2024-01-18,Frozen Foods,Ice Cream,94,172,Cloudy,Festival
2024-01-18,Frozen Foods,Frozen Pizza,76,102,Cloudy,None
2024-01-18,Frozen Foods,French Fries,50,132,Sunny,Sports Event
2024-01-18,Frozen Foods,Chicken Nuggets,21,103,Sunny,None
2024-01-18,Snacks,Chips,40,67,Sunny,None
2024-01-18,Snacks,Popcorn,40,87,Rainy,None
2024-01-18,Snacks,Cookies,80,129,Cloudy,None
2024-01-18,Snacks,Chocolates,78,168,Sunny,Sports Event
2024-01-18,Snacks,Dry Fruits,41,89,Cloudy,None
2024-01-19,Fruits,Mango,51,116,Cloudy,None
2024-01-19,Fruits,Banana,25,108,Sunny,Festival
2024-01-19,Fruits,Apple,33,72,Sunny,None
2024-01-19,Fruits,Orange,40,61,Rainy,None
2024-01-19,Fruits,Grapes,22,110,Rainy,None
2024-01-19,Vegetables,Tomato,49,87,Cloudy,Sports Event
2024-01-19,Vegetables,Potato,47,128,Rainy,None
2024-01-19,Vegetables,Onion,26,97,Cloudy,None
2024-01-19,Vegetables,Carrot,23,80,Rainy,Sports Event
2024-01-19,Vegetables,Spinach,83,159,Sunny,None
2024-01-19,Dairy,Milk,54,78,Cloudy,Festival
2024-01-19,Dairy,Cheese,41,82,Rainy,None
2024-01-19,Dairy,Butter,48,101,Sunny,Holiday
2024-01-19,Dairy,Yogurt,99,125,Cloudy,None
2024-01-19,Dairy,Paneer,35,89,Sunny,None
2024-01-19,Beverages,Tea,35,107,Rainy,None
2024-01-19,Beverages,Coffee,14,35,Rainy,None
2024-01-19,Beverages,Juice,21,56,Rainy,None
2024-01-19,Beverages,Soda,35,55,Cloudy,None
2024-01-19,Beverages,Energy Drink,8,98,Rainy,None
2024-01-19,Bakery,Bread,16,110,Sunny,None
2024-01-19,Bakery,Croissant,57,147,Rainy,None
2024-01-19,Bakery,Cake,8,46,Rainy,None
2024-01-19,Bakery,Biscuits,54,116,Cloudy,Sports Event
2024-01-19,Bakery,Muffin,16,102,Rainy,Sports Event
2024-01-19,Frozen Foods,Frozen Peas,58,143,Sunny,None
2024-01-19,Frozen Foods,Ice Cream,64,137,Rainy,None
2024-01-19,Frozen Foods,Frozen Pizza,32,76,Sunny,None
2024-01-19,Frozen Foods,French Fries,46,105,Sunny,None
2024-01-19,Frozen Foods,Chicken Nuggets,46,112,Sunny,None
2024-01-19,Snacks,Chips,26,102,Rainy,None
2024-01-19,Snacks,Popcorn,45,144,Rainy,None
2024-01-19,Snacks,Cookies,93,178,Sunny,None
2024-01-19,Snacks,Chocolates,77,106,Sunny,None
2024-01-19,Snacks,Dry Fruits,24,82,Rainy,None
2024-01-20,Fruits,Mango,40,83,Rainy,None
2024-01-20,Fruits,Banana,35,111,Rainy,None
2024-01-20,Fruits,Apple,19,50,Sunny,None
2024-01-20,Fruits,Orange,28,68,Rainy,None
2024-01-20,Fruits,Grapes,22,55,Rainy,Holiday
2024-01-20,Vegetables,Tomato,80,121,Rainy,Festival
2024-01-20,Vegetables,Potato,40,81,Rainy,Festival
2024-01-20,Vegetables,Onion,65,140,Sunny,None
2024-01-20,Vegetables,Carrot,49,104,Rainy,None
2024-01-20,Vegetables,Spinach,27,62,Cloudy,Holiday
2024-01-20,Dairy,Milk,25,122,Cloudy,None
2024-01-20,Dairy,Cheese,74,105,Sunny,None
2024-01-20,Dairy,Butter,18,98,Cloudy,None
2024-01-20,Dairy,Yogurt,19,82,Sunny,Sports Event
2024-01-20,Dairy,Paneer,48,72,Sunny,Sports Event
2024-01-20,Beverages,Tea,91,188,Cloudy,Sports Event
2024-01-20,Beverages,Coffee,35,71,Cloudy,None
2024-01-20,Beverages,Juice,66,117,Sunny,Holiday
2024-01-20,Beverages,Soda,39,63,Sunny,None
2024-01-20,Beverages,Energy Drink,29,70,Rainy,None
2024-01-20,Bakery,Bread,95,186,Cloudy,None
2024-01-20,Bakery,Croissant,48,142,Cloudy,Holiday
2024-01-20,Bakery,Cake,92,186,Sunny,None
2024-01-20,Bakery,Biscuits,20,59,Rainy,None
2024-01-20,Bakery,Muffin,62,134,Cloudy,None
2024-01-20,Frozen Foods,Frozen Peas,70,118,Rainy,None
2024-01-20,Frozen Foods,Ice Cream,55,107,Cloudy,Festival
2024-01-20,Frozen Foods,Frozen Pizza,73,168,Sunny,None
2024-01-20,Frozen Foods,French Fries,43,66,Cloudy,None
2024-01-20,Frozen Foods,Chicken Nuggets,95,159,Cloudy,None
2024-01-20,Snacks,Chips,64,140,Rainy,None
2024-01-20,Snacks,Popcorn,57,119,Cloudy,None
2024-01-20,Snacks,Cookies,76,137,Rainy,None
2024-01-20,Snacks,Chocolates,30,72,Cloudy,None
2024-01-20,Snacks,Dry Fruits,13,52,Cloudy,Sports Event
2024-01-21,Fruits,Mango,55,86,Cloudy,None
2024-01-21,Fruits,Banana,82,112,Rainy,None
2024-01-21,Fruits,Apple,15,72,Rainy,None
2024-01-21,Fruits,Orange,68,93,Rainy,None
2024-01-21,Fruits,Grapes,46,130,Cloudy,Sports Event
2024-01-21,Vegetables,Tomato,63,134,Rainy,Sports Event
2024-01-21,Vegetables,Potato,11,41,Cloudy,None
2024-01-21,Vegetables,Onion,29,60,Rainy,Festival
2024-01-21,Vegetables,Carrot,16,78,Cloudy,Holiday
2024-01-21,Vegetables,Spinach,50,122,Sunny,Holiday
2024-01-21,Dairy,Milk,58,134,Rainy,None
2024-01-21,Dairy,Cheese,53,79,Rainy,None
2024-01-21,Dairy,Butter,96,169,Sunny,None
2024-01-21,Dairy,Yogurt,27,74,Cloudy,Holiday
2024-01-21,Dairy,Paneer,30,74,Rainy,None
2024-01-21,Beverages,Tea,40,73,Rainy,None
2024-01-21,Beverages,Coffee,96,132,Cloudy,None
2024-01-21,Beverages,Juice,34,98,Cloudy,None
2024-01-21,Beverages,Soda,93,163,Rainy,None
2024-01-21,Beverages,Energy Drink,51,123,Rainy,None
2024-01-21,Bakery,Bread,42,125,Cloudy,None
2024-01-21,Bakery,Croissant,11,52,Sunny,Holiday
2024-01-21,Bakery,Cake,45,138,Rainy,None
2024-01-21,Bakery,Biscuits,54,125,Sunny,None
2024-01-21,Bakery,Muffin,57,136,Rainy,None
2024-01-21,Frozen Foods,Frozen Peas,8,70,Rainy,None
2024-01-21,Frozen Foods,Ice Cream,5,95,Rainy,None
2024-01-21,Frozen Foods,Frozen Pizza,65,119,Sunny,None
2024-01-21,Frozen Foods,French Fries,40,109,Cloudy,None
2024-01-21,Frozen Foods,Chicken Nuggets,36,133,Sunny,None
2024-01-21,Snacks,Chips,33,68,Cloudy,None
2024-01-21,Snacks,Popcorn,63,113,Sunny,None
2024-01-21,Snacks,Cookies,52,117,Rainy,None
2024-01-21,Snacks,Chocolates,8,57,Rainy,None
2024-01-21,Snacks,Dry Fruits,70,101,Rainy,None
2024-01-22,Fruits,Mango,94,166,Cloudy,Holiday
2024-01-22,Fruits,Banana,5,82,Rainy,Holiday
2024-01-22,Fruits,Apple,10,99,Rainy,None
2024-01-22,Fruits,Orange,22,71,Sunny,Sports Event
2024-01-22,Fruits,Grapes,78,109,Rainy,None
2024-01-22,Vegetables,Tomato,43,71,Rainy,None
2024-01-22,Vegetables,Potato,33,85,Cloudy,None
2024-01-22,Vegetables,Onion,19,40,Cloudy,None
2024-01-22,Vegetables,Carrot,58,95,Cloudy,None
2024-01-22,Vegetables,Spinach,86,143,Sunny,Holiday
2024-01-22,Dairy,Milk,63,93,Cloudy,None
2024-01-22,Dairy,Cheese,97,138,Rainy,Sports Event
2024-01-22,Dairy,Butter,10,71,Sunny,None
2024-01-22,Dairy,Yogurt,89,163,Cloudy,Holiday
2024-01-22,Dairy,Paneer,18,76,Cloudy,None
2024-01-22,Beverages,Tea,13,90,Sunny,Sports Event
2024-01-22,Beverages,Coffee,73,161,Rainy,None
2024-01-22,Beverages,Juice,63,156,Cloudy,None
2024-01-22,Beverages,Soda,19,109,Sunny,None
2024-01-22,Beverages,Energy Drink,7,36,Sunny,None
2024-01-22,Bakery,Bread,10,41,Cloudy,Sports Event
2024-01-22,Bakery,Croissant,97,135,Cloudy,None
2024-01-22,Bakery,Cake,88,154,Cloudy,None
2024-01-22,Bakery,Biscuits,49,76,Cloudy,None
2024-01-22,Bakery,Muffin,71,99,Rainy,Holiday
2024-01-22,Frozen Foods,Frozen Peas,75,109,Cloudy,None
2024-01-22,Frozen Foods,Ice Cream,45,86,Sunny,None
2024-01-22,Frozen Foods,Frozen Pizza,5,34,Cloudy,None
2024-01-22,Frozen Foods,French Fries,76,151,Sunny,None
2024-01-22,Frozen Foods,Chicken Nuggets,16,95,Rainy,Festival
2024-01-22,Snacks,Chips,82,142,Sunny,None
2024-01-22,Snacks,Popcorn,10,98,Cloudy,None
2024-01-22,Snacks,Cookies,66,98,Cloudy,None
2024-01-22,Snacks,Chocolates,22,100,Cloudy,None
2024-01-22,Snacks,Dry Fruits,55,130,Cloudy,Festival
2024-01-23,Fruits,Mango,13,100,Rainy,Holiday
2024-01-23,Fruits,Banana,71,116,Rainy,Festival
2024-01-23,Fruits,Apple,52,116,Sunny,None
2024-01-23,Fruits,Orange,24,109,Rainy,None
2024-01-23,Fruits,Grapes,51,133,Cloudy,None
2024-01-23,Vegetables,Tomato,59,153,Cloudy,Holiday
2024-01-23,Vegetables,Potato,57,102,Rainy,Holiday
2024-01-23,Vegetables,Onion,49,112,Sunny,None
2024-01-23,Vegetables,Carrot,47,89,Rainy,None
2024-01-23,Vegetables,Spinach,80,154,Cloudy,None
2024-01-23,Dairy,Milk,32,103,Sunny,None
2024-01-23,Dairy,Cheese,41,86,Cloudy,None
2024-01-23,Dairy,Butter,44,143,Rainy,None
2024-01-23,Dairy,Yogurt,91,164,Rainy,None
2024-01-23,Dairy,Paneer,39,118,Sunny,None
2024-01-23,Beverages,Tea,59,104,Sunny,Holiday
2024-01-23,Beverages,Coffee,69,94,Cloudy,None
2024-01-23,Beverages,Juice,91,153,Cloudy,None
2024-01-23,Beverages,Soda,34,130,Cloudy,None
2024-01-23,Beverages,Energy Drink,83,123,Sunny,None
2024-01-23,Bakery,Bread,95,159,Rainy,None
2024-01-23,Bakery,Croissant,51,110,Cloudy,None
2024-01-23,Bakery,Cake,54,121,Cloudy,None
2024-01-23,Bakery,Biscuits,13,89,Cloudy,None
2024-01-23,Bakery,Muffin,44,108,Sunny,None
2024-01-23,Frozen Foods,Frozen Peas,24,60,Sunny,None
2024-01-23,Frozen Foods,Ice Cream,62,122,Rainy,Holiday
2024-01-23,Frozen Foods,Frozen Pizza,42,67,Sunny,None
2024-01-23,Frozen Foods,French Fries,70,129,Cloudy,None
2024-01-23,Frozen Foods,Chicken Nuggets,28,66,Rainy,Festival
2024-01-23,Snacks,Chips,92,146,Rainy,None
2024-01-23,Snacks,Popcorn,29,93,Sunny,Sports Event
2024-01-23,Snacks,Cookies,93,128,Rainy,None
2024-01-23,Snacks,Chocolates,27,71,Rainy,Holiday
2024-01-23,Snacks,Dry Fruits,5,66,Cloudy,None
2024-01-24,Fruits,Mango,84,158,Rainy,None
2024-01-24,Fruits,Banana,49,74,Sunny,None
2024-01-24,Fruits,Apple,52,110,Cloudy,None
2024-01-24,Fruits,Orange,34,71,Sunny,Sports Event
2024-01-24,Fruits,Grapes,19,42,Cloudy,Sports Event
2024-01-24,Vegetables,Tomato,13,58,Sunny,None
2024-01-24,Vegetables,Potato,56,144,Cloudy,None
2024-01-24,Vegetables,Onion,83,120,Cloudy,None
2024-01-24,Vegetables,Carrot,17,40,Rainy,Festival
2024-01-24,Vegetables,Spinach,65,92,Cloudy,None
2024-01-24,Dairy,Milk,13,43,Cloudy,Holiday
2024-01-24,Dairy,Cheese,46,78,Sunny,None
2024-01-24,Dairy,Butter,78,170,Cloudy,None
2024-01-24,Dairy,Yogurt,60,139,Cloudy,None
2024-01-24,Dairy,Paneer,68,110,Sunny,None
2024-01-24,Beverages,Tea,55,143,Cloudy,None
2024-01-24,Beverages,Coffee,35,104,Cloudy,None
2024-01-24,Beverages,Juice,6,50,Sunny,None
2024-01-24,Beverages,Soda,96,185,Cloudy,None
2024-01-24,Beverages,Energy Drink,86,180,Rainy,None
2024-01-24,Bakery,Bread,73,151,Cloudy,None
2024-01-24,Bakery,Croissant,66,101,Sunny,None
2024-01-24,Bakery,Cake,93,167,Cloudy,Sports Event
2024-01-24,Bakery,Biscuits,53,79,Rainy,None
2024-01-24,Bakery,Muffin,93,128,Cloudy,None
2024-01-24,Frozen Foods,Frozen Peas,55,146,Rainy,None
2024-01-24,Frozen Foods,Ice Cream,87,148,Sunny,None
2024-01-24,Frozen Foods,Frozen Pizza,81,107,Cloudy,Festival
2024-01-24,Frozen Foods,French Fries,40,84,Rainy,None
2024-01-24,Frozen Foods,Chicken Nuggets,91,116,Sunny,None
2024-01-24,Snacks,Chips,59,124,Cloudy,None
2024-01-24,Snacks,Popcorn,32,54,Cloudy,Sports Event
2024-01-24,Snacks,Cookies,82,152,Rainy,None
2024-01-24,Snacks,Chocolates,58,133,Cloudy,Festival
2024-01-24,Snacks,Dry Fruits,76,146,Rainy,Sports Event
2024-01-25,Fruits,Mango,13,33,Sunny,Festival
2024-01-25,Fruits,Banana,60,147,Cloudy,Sports Event
2024-01-25,Fruits,Apple,11,57,Sunny,None
2024-01-25,Fruits,Orange,75,138,Cloudy,None
2024-01-25,Fruits,Grapes,79,140,Sunny,None
2024-01-25,Vegetables,Tomato,67,123,Sunny,None
2024-01-25,Vegetables,Potato,85,152,Sunny,Holiday
2024-01-25,Vegetables,Onion,7,73,Rainy,None
2024-01-25,Vegetables,Carrot,18,100,Sunny,Holiday
2024-01-25,Vegetables,Spinach,99,135,Cloudy,None
2024-01-25,Dairy,Milk,82,180,Cloudy,Holiday
2024-01-25,Dairy,Cheese,19,88,Cloudy,None
2024-01-25,Dairy,Butter,7,88,Cloudy,Sports Event
2024-01-25,Dairy,Yogurt,92,172,Rainy,Holiday
2024-01-25,Dairy,Paneer,17,37,Rainy,None
2024-01-25,Beverages,Tea,82,172,Sunny,None
2024-01-25,Beverages,Coffee,68,112,Rainy,None
2024-01-25,Beverages,Juice,95,168,Rainy,None
2024-01-25,Beverages,Soda,82,157,Rainy,None
2024-01-25,Beverages,Energy Drink,89,169,Sunny,Sports Event
2024-01-25,Bakery,Bread,20,89,Rainy,None
2024-01-25,Bakery,Croissant,47,83,Rainy,None
2024-01-25,Bakery,Cake,8,66,Rainy,Festival
2024-01-25,Bakery,Biscuits,85,173,Sunny,Holiday
2024-01-25,Bakery,Muffin,20,90,Sunny,None
2024-01-25,Frozen Foods,Frozen Peas,77,165,Rainy,None
2024-01-25,Frozen Foods,Ice Cream,13,96,Rainy,Festival
2024-01-25,Frozen Foods,Frozen Pizza,59,107,Rainy,Festival
2024-01-25,Frozen Foods,French Fries,22,112,Sunny,None
2024-01-25,Frozen Foods,Chicken Nuggets,5,28,Sunny,None
2024-01-25,Snacks,Chips,47,125,Sunny,Festival
2024-01-25,Snacks,Popcorn,59,138,Rainy,None
2024-01-25,Snacks,Cookies,38,113,Sunny,None
2024-01-25,Snacks,Chocolates,22,95,Sunny,Festival
2024-01-25,Snacks,Dry Fruits,47,105,Sunny,None
2024-01-26,Fruits,Mango,83,120,Cloudy,None
2024-01-26,Fruits,Banana,34,111,Cloudy,Sports Event
2024-01-26,Fruits,Apple,22,48,Rainy,None
2024-01-26,Fruits,Orange,69,156,Rainy,None
2024-01-26,Fruits,Grapes,33,73,Rainy,None
2024-01-26,Vegetables,Tomato,51,146,Rainy,None
2024-01-26,Vegetables,Potato,55,144,Cloudy,None
2024-01-26,Vegetables,Onion,69,142,Sunny,None
2024-01-26,Vegetables,Carrot,51,141,Cloudy,None
2024-01-26,Vegetables,Spinach,61,135,Cloudy,None
2024-01-26,Dairy,Milk,97,138,Cloudy,Holiday
2024-01-26,Dairy,Cheese,33,93,Rainy,None
2024-01-26,Dairy,Butter,35,84,Rainy,None
2024-01-26,Dairy,Yogurt,21,78,Rainy,None
2024-01-26,Dairy,Paneer,83,158,Rainy,Festival
2024-01-26,Beverages,Tea,23,99,Rainy,Holiday
2024-01-26,Beverages,Coffee,5,76,Sunny,None
2024-01-26,Beverages,Juice,41,125,Cloudy,None
2024-01-26,Beverages,Soda,25,97,Cloudy,Sports Event
2024-01-26,Beverages,Energy Drink,44,89,Sunny,Sports Event
2024-01-26,Bakery,Bread,68,130,Sunny,Sports Event
2024-01-26,Bakery,Croissant,27,53,Sunny,None
2024-01-26,Bakery,Cake,83,136,Rainy,Holiday
2024-01-26,Bakery,Biscuits,82,179,Cloudy,None
2024-01-26,Bakery,Muffin,6,35,Rainy,None
2024-01-26,Frozen Foods,Frozen Peas,16,105,Rainy,Festival
2024-01-26,Frozen Foods,Ice Cream,88,108,Rainy,None
2024-01-26,Frozen Foods,Frozen Pizza,62,151,Cloudy,None
2024-01-26,Frozen Foods,French Fries,49,91,Cloudy,None
2024-01-26,Frozen Foods,Chicken Nuggets,11,109,Cloudy,None
2024-01-26,Snacks,Chips,83,138,Sunny,Sports Event
2024-01-26,Snacks,Popcorn,95,171,Sunny,None
2024-01-26,Snacks,Cookies,59,158,Cloudy,None
2024-01-26,Snacks,Chocolates,84,181,Sunny,None
2024-01-26,Snacks,Dry Fruits,83,169,Cloudy,None
2024-01-27,Fruits,Mango,45,105,Cloudy,Festival
2024-01-27,Fruits,Banana,62,113,Cloudy,Sports Event
2024-01-27,Fruits,Apple,11,31,Sunny,None
2024-01-27,Fruits,Orange,10,39,Cloudy,Sports Event
2024-01-27,Fruits,Grapes,34,74,Rainy,None
2024-01-27,Vegetables,Tomato,78,160,Cloudy,None
2024-01-27,Vegetables,Potato,68,163,Sunny,None
2024-01-27,Vegetables,Onion,66,112,Sunny,None
2024-01-27,Vegetables,Carrot,63,140,Rainy,None
2024-01-27,Vegetables,Spinach,75,107,Cloudy,None
2024-01-27,Dairy,Milk,64,105,Cloudy,None
2024-01-27,Dairy,Cheese,79,172,Sunny,None
2024-01-27,Dairy,Butter,47,104,Sunny,None
2024-01-27,Dairy,Yogurt,44,80,Sunny,Sports Event
2024-01-27,Dairy,Paneer,66,94,Sunny,None
2024-01-27,Beverages,Tea,54,113,Rainy,Festival
2024-01-27,Beverages,Coffee,25,62,Cloudy,None
